name,sat,problem_size,sls_size,z3_calls,interpolants_generated,merges,shiftdowns,offsets,total_time,reduction_time,augment_time,interpolation_time,solution_time
bapa/card/fol_0000040.smt2,0,6,1,9,2,0,0,0,0.1645374298095703,0,0.005300998687744141,0.030580520629882812,0.01748180389404297
bapa/card/fol_0000041.smt2,1,6,8,100,5,4,2,0,0.8109469413757324,0.2110581398010254,0.0551762580871582,0.2720673084259033,0.15743255615234375
bapa/card/fol_0000042.smt2,1,6,3,17,1,1,0,0,0.21856284141540527,0.010622262954711914,0.01783585548400879,0.03942131996154785,0.036576032638549805
bapa/card/fol_0000043.smt2,1,7,2,9,1,0,0,0,0.1671755313873291,1.1205673217773438e-05,0.011802434921264648,0.02255082130432129,0.02548384666442871
bapa/card/fol_0000044.smt2,1,6,7,75,3,3,2,0,0.6321797370910645,0.1483006477355957,0.04763936996459961,0.20281720161437988,0.12252640724182129
bapa/card/fol_0000045.smt2,0,10,20,702,24,7,1,9,9.698495388031006,2.0270838737487793,0.3455169200897217,3.0278453826904297,4.173865795135498
bapa/card/fol_0000046.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000047.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000048.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000049.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000050.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000051.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000052.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000053.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000054.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000055.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000056.smt2,1,16,11,161,9,3,0,0,2.8489601612091064,0.5188889503479004,0.13672876358032227,0.793813943862915,1.262632131576538
bapa/card/fol_0000057.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000058.smt2,0,7,2,19,4,0,0,0,0.24106359481811523,1.2874603271484375e-05,0.012549400329589844,0.08980011940002441,0.026052474975585938
bapa/card/fol_0000059.smt2,0,9,1,13,6,0,0,0,0.19298219680786133,0,0.006174325942993164,0.05704975128173828,0.015608072280883789
bapa/card/fol_0000060.smt2,0,10,15,376,18,4,0,0,5.373470783233643,0.9823365211486816,0.16547560691833496,1.6578590869903564,2.4409267902374268
bapa/card/fol_0000061.smt2,2,-1,,,,,,,,,,,
bapa/card/fol_0000062.smt2,2,-1,,,,,,,,,,,
